Product;Min. Price;Max. Price;Link;Form Factor;Socket;Chipset;Memory slots;Connectors;Expansion
Asus ROG MAXIMUS Z890 APEX;£741.38;£769.99;e-catalog.co.uk/ASUS-ROG-MAXIMUS-Z890-APEX.htm;ATX;Intel LGA 1851;Intel Z890;2 х DDR5, 9600 MHz;Thunderbolt 4, M.2;PCI-E 4x - 2, PCI-E 16x - 2
MSI PRO H610M-G DDR4;£69.97;£101.26;e-catalog.co.uk/MSI-PRO-H610M-G-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
MSI PRO B860M-A WIFI;£170.69;£186.18;e-catalog.co.uk/MSI-PRO-B860M-A-WIFI.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8800 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 4
MSI MPG X670E CARBON WIFI;£369.00;£449.99;e-catalog.co.uk/MSI-MPG-X670E-CARBON-WIFI.htm;ATX;AMD AM5;AMD X670E;4 х DDR5;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock B850M Pro RS;£144.00;£152.04;e-catalog.co.uk/ASROCK-B850M-PRO-RS.htm;micro-ATX;AMD AM5;AMD B850;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 4x - 1, PCI-E 16x - 1
Gigabyte B850M AORUS ELITE WIFI6E ICE;£199.99;£241.66;e-catalog.co.uk/GIGABYTE-B850M-AORUS-ELITE-WIFI6E-ICE.htm;micro-ATX;AMD AM5;AMD B850;4 х DDR5, 8200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte B760 GAMING X AX DDR5;£119.99;£174.99;e-catalog.co.uk/GIGABYTE-B760-GAMING-X-AX-DDR5.htm;ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte Z790 EAGLE AX;£169.99;£264.53;e-catalog.co.uk/GIGABYTE-Z790-EAGLE-AX.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 3
ASRock X570S PG Riptide;£130.38;£244.49;e-catalog.co.uk/ASROCK-X570S-PG-RIPTIDE.htm;ATX;AMD AM4;AMD X570S;4 х DDR4, 5000 MHz;HDMI, M.2;PCI-E 1x - 3, PCI-E 16x - 3
Asus TUF GAMING B550-PRO;Price not available;Price not available;e-catalog.co.uk/ASUS-TUF-GAMING-B550-PRO.htm;ATX;AMD AM4;AMD B550;4 х DDR4, 5100 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 3, PCI-E 16x - 2
MSI PRO Z890-S WIFI;£185.00;£272.87;e-catalog.co.uk/MSI-PRO-Z890-S-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8600 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 4
Asus PRIME B660M-A D4-CSM;£99.99;£157.54;e-catalog.co.uk/ASUS-PRIME-B660M-A-D4-CSM.htm;micro-ATX;Intel LGA 1700;Intel B660;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock H610M-HVS;£98.99;£118.99;e-catalog.co.uk/ASROCK-H610M-HVS.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte H510M K V2;£55.99;£78.77;e-catalog.co.uk/GIGABYTE-H510M-K-V2.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B850 EAGLE WIFI6E;£171.85;£187.52;e-catalog.co.uk/GIGABYTE-B850-EAGLE-WIFI6E.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 4
Gigabyte B650 UD AX;£132.99;£139.92;e-catalog.co.uk/GIGABYTE-B650-UD-AX.htm;ATX;AMD AM5;AMD B650;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 4
ASRock B650E Taichi Lite;£288.37;£321.60;e-catalog.co.uk/ASROCK-B650E-TAICHI-LITE.htm;E-ATX;AMD AM5;AMD B650E;4 х DDR5, 6600 MHz;HDMI;PCI-E 16x - 2
ASRock Z790 Taichi Lite;£333.08;£367.37;e-catalog.co.uk/ASROCK-Z790-TAICHI-LITE.htm;E-ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7200 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 16x - 3
ASRock Z790 PG-ITX/TB4;£253.19;£499.99;e-catalog.co.uk/ASROCK-Z790-PG-ITX-TB4.htm;mini-ITX;Intel LGA 1700;Intel Z790;2 х DDR5, 6800 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 1
Asus ROG STRIX Z790-E GAMING WIFI II;£374.95;£699.99;e-catalog.co.uk/ASUS-ROG-STRIX-Z790-E-GAMING-WIFI-II.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Asus ROG STRIX B860-G GAMING WIFI;£246.53;£326.72;e-catalog.co.uk/ASUS-ROG-STRIX-B860-G-GAMING-WIFI.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9066 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 1
Asus ROG MAXIMUS Z890 HERO;£693.28;£755.99;e-catalog.co.uk/ASUS-ROG-MAXIMUS-Z890-HERO.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9200 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus ProArt B650-CREATOR;£230.30;£319.99;e-catalog.co.uk/ASUS-PROART-B650-CREATOR.htm;ATX;AMD AM5;AMD B650;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Asus PRIME H610I-PLUS D4-CSM;£112.99;£130.99;e-catalog.co.uk/ASUS-PRIME-H610I-PLUS-D4-CSM.htm;mini-ITX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
Asus PRIME B760M-R D4;£91.99;£110.50;e-catalog.co.uk/ASUS-PRIME-B760M-R-D4.htm;micro-ATX;Intel LGA 1700;Intel B760;2 х DDR4, 5333 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte B760M GAMING DDR4;£91.99;£103.47;e-catalog.co.uk/GIGABYTE-B760M-GAMING-DDR4.htm;micro-ATX;Intel LGA 1700;Intel B760;2 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
MSI B450M-A PRO MAX;£85.93;Price not available;e-catalog.co.uk/MSI-B450M-A-PRO-MAX.htm;micro-ATX;AMD AM4;AMD B450;2 х DDR4, 4133 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte Z890 AORUS PRO ICE;£339.11;£688.42;e-catalog.co.uk/GIGABYTE-Z890-AORUS-PRO-ICE.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9500 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 16x - 3
Gigabyte Z890 AORUS ELITE WIFI7 ICE;£275.99;£280.99;e-catalog.co.uk/GIGABYTE-Z890-AORUS-ELITE-WIFI7-ICE.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8800 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 3
ASRock Z790 Pro RS DDR5;£181.99;£310.99;e-catalog.co.uk/ASROCK-Z790-PRO-RS-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 6800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
Biostar Z590MHP;£52.99;£53.49;e-catalog.co.uk/BIOSTAR-Z590MHP.htm;micro-ATX;Intel LGA 1200;Intel Z590;2 х DDR4, 4000 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Asus ROG MAXIMUS Z790 DARK HERO;£529.99;£816.48;e-catalog.co.uk/ASUS-ROG-MAXIMUS-Z790-DARK-HERO.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8000 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 4x - 1, PCI-E 16x - 2
Asus PRIME H510M-K R2.0;£60.99;£159.70;e-catalog.co.uk/ASUS-PRIME-H510M-K-R2-0.htm;micro-ATX;Intel LGA 1200;Intel H470;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Asus PRIME H510M-K;£71.99;£88.99;e-catalog.co.uk/ASUS-PRIME-H510M-K.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Asus PRIME B840M-A WIFI;£175.99;£240.93;e-catalog.co.uk/ASUS-PRIME-B840M-A-WIFI.htm;micro-ATX;AMD AM5;AMD B840;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte H610M K DDR4;£51.48;£66.99;e-catalog.co.uk/GIGABYTE-H610M-K-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H610M-H2/M.2 DDR4;£59.99;£74.93;e-catalog.co.uk/ASROCK-H610M-H2-M-2-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte A520M S2H;£39.99;£68.40;e-catalog.co.uk/GIGABYTE-A520M-S2H.htm;micro-ATX;AMD AM4;AMD A520;2 х DDR4, 5000 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
ASRock X570 Steel Legend;Price not available;Price not available;e-catalog.co.uk/ASROCK-X570-STEEL-LEGEND.htm;ATX;AMD AM4;AMD X570;4 х DDR4, 4666 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 3, PCI-E 16x - 2
Gigabyte B450M DS3H;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B450M-DS3H.htm;micro-ATX;AMD AM4;AMD B450;4 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Gigabyte Z790 GAMING X AX;£179.99;£224.99;e-catalog.co.uk/GIGABYTE-Z790-GAMING-X-AX.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock X670E Steel Legend;£259.21;£476.99;e-catalog.co.uk/ASROCK-X670E-STEEL-LEGEND.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus ROG STRIX B660-A GAMING WIFI D4;£189.18;£221.10;e-catalog.co.uk/ASUS-ROG-STRIX-B660-A-GAMING-WIFI-D4.htm;ATX;Intel LGA 1700;Intel B660;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
Asus ProArt X670E-CREATOR WIFI;£449.99;£536.59;e-catalog.co.uk/ASUS-PROART-X670E-CREATOR-WIFI.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Asus PRIME Z890-P WIFI;£199.99;£310.00;e-catalog.co.uk/ASUS-PRIME-Z890-P-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8400 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 4
Asus PRIME B840M-A-CSM;£114.50;£218.62;e-catalog.co.uk/ASUS-PRIME-B840M-A-CSM.htm;micro-ATX;AMD AM5;AMD B840;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte B650E AORUS MASTER;£299.99;£415.38;e-catalog.co.uk/GIGABYTE-B650E-AORUS-MASTER.htm;ATX;AMD AM5;AMD B650E;4 х DDR5, 6600 MHz;HDMI, M.2;PCI-E 16x - 3
Biostar B550MX/E PRO;£99.53;£181.00;e-catalog.co.uk/BIOSTAR-B550MX-E-PRO.htm;micro-ATX;AMD AM4;AMD B550;4 х DDR4, 4400 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Gigabyte A620I AX;£147.78;£179.99;e-catalog.co.uk/GIGABYTE-A620I-AX.htm;mini-ITX;AMD AM5;AMD A620;2 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
ASRock Z890M Riptide WiFi;£230.99;£274.61;e-catalog.co.uk/ASROCK-Z890M-RIPTIDE-WIFI.htm;micro-ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9066 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 1
Gigabyte Z790 S DDR4;£144.99;£157.94;e-catalog.co.uk/GIGABYTE-Z790-S-DDR4.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock Z790 PG Lightning DDR5;£179.99;£276.99;e-catalog.co.uk/ASROCK-Z790-PG-LIGHTNING-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7200 MHz;HDMI, M.2;PCI-E 1x - 3, PCI-E 16x - 2
ASRock X670E Taichi;£528.71;£786.99;e-catalog.co.uk/ASROCK-X670E-TAICHI.htm;E-ATX;AMD AM5;AMD X670E;4 х DDR5, 6600 MHz;HDMI, M.2;PCI-E 16x - 2
Asus ROG STRIX X670E-F GAMING WIFI;£299.97;£391.99;e-catalog.co.uk/ASUS-ROG-STRIX-X670E-F-GAMING-WIFI.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Gigabyte H510M H;£58.82;£84.99;e-catalog.co.uk/GIGABYTE-H510M-H.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B760 DS3H DDR4;£103.97;£114.86;e-catalog.co.uk/GIGABYTE-B760-DS3H-DDR4.htm;ATX;Intel LGA 1700;Intel B760;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 5
Gigabyte Z890 UD WIFI6E;£187.97;£260.87;e-catalog.co.uk/GIGABYTE-Z890-UD-WIFI6E.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8800 MHz;DisplayPort, M.2;PCI-E 16x - 4
ASRock Z890 Pro RS;£209.99;£222.99;e-catalog.co.uk/ASROCK-Z890-PRO-RS.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8666 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 1x - 1, PCI-E 4x - 2, PCI-E 16x - 1
Gigabyte Z790 AERO G;£274.07;£352.19;e-catalog.co.uk/GIGABYTE-Z790-AERO-G.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte X870 GAMING WIFI6;£199.99;£296.06;e-catalog.co.uk/GIGABYTE-X870-GAMING-WIFI6.htm;ATX;AMD AM5;AMD X870;4 х DDR5, 8200 MHz;HDMI, M.2;PCI-E 16x - 3
ASRock X670E PG Lightning;£276.67;£403.99;e-catalog.co.uk/ASROCK-X670E-PG-LIGHTNING.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Asus ROG STRIX Z790-A GAMING WIFI II;£279.99;£569.99;e-catalog.co.uk/ASUS-ROG-STRIX-Z790-A-GAMING-WIFI-II.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus ROG STRIX Z690-E GAMING WIFI;£280.15;£429.98;e-catalog.co.uk/ASUS-ROG-STRIX-Z690-E-GAMING-WIFI.htm;ATX;Intel LGA 1700;Intel Z690;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Asus Pro WS WRX90E-SAGE SE;£1,121.99;£1,322.99;e-catalog.co.uk/ASUS-PRO-WS-WRX90E-SAGE-SE.htm;EEB;AMD TR5;WRX90;8 х DDR5;DisplayPort, M.2, SAS;PCI-E 16x - 7
Asus PRIME Z790-P DDR5;£184.99;£273.12;e-catalog.co.uk/ASUS-PRIME-Z790-P-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 4
Asus PRIME X670E-PRO WIFI;£259.98;£378.99;e-catalog.co.uk/ASUS-PRIME-X670E-PRO-WIFI.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 4x - 1, PCI-E 16x - 2
MSI MPG Z790 CARBON WIFI;£304.49;£412.84;e-catalog.co.uk/MSI-MPG-Z790-CARBON-WIFI.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MEG Z790 GODLIKE;£558.35;£1,610.66;e-catalog.co.uk/MSI-MEG-Z790-GODLIKE.htm;E-ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7800 MHz;Thunderbolt 4, M.2;PCI-E 16x - 2
ASRock H610M-HDV/M.2 R2.0;£59.99;£82.89;e-catalog.co.uk/ASROCK-H610M-HDV-M-2-R2-0.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B760M D3HP DDR4;£88.49;£96.42;e-catalog.co.uk/GIGABYTE-B760M-D3HP-DDR4.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte Z890M GAMING X;£184.98;£194.99;e-catalog.co.uk/GIGABYTE-Z890M-GAMING-X.htm;micro-ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8800 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
ASRock Z890I Nova WiFi;£278.49;£315.61;e-catalog.co.uk/ASROCK-Z890I-NOVA-WIFI.htm;mini-ITX;Intel LGA 1851;Intel Z890;2 х DDR5, 9466 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 16x - 1
Gigabyte Z890 GAMING X WIFI7;£229.99;£254.36;e-catalog.co.uk/GIGABYTE-Z890-GAMING-X-WIFI7.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8800 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock Z690 Taichi;£252.25;£708.99;e-catalog.co.uk/ASROCK-Z690-TAICHI.htm;ATX;Intel LGA 1700;Intel Z690;4 х DDR5, 6400 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Asus TUF GAMING B660M-PLUS D4;£121.77;£239.99;e-catalog.co.uk/ASUS-TUF-GAMING-B660M-PLUS-D4.htm;micro-ATX;Intel LGA 1700;Intel B660;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus ROG MAXIMUS Z790 APEX ENCORE;£619.99;£1,024.00;e-catalog.co.uk/ASUS-ROG-MAXIMUS-Z790-APEX-ENCORE.htm;ATX;Intel LGA 1700;Intel Z790;2 х DDR5, 8400 MHz;M.2;PCI-E 4x - 2, PCI-E 16x - 2
MSI PRO H510M-B;£49.99;£111.97;e-catalog.co.uk/MSI-PRO-H510M-B.htm;micro-ATX;Intel LGA 1200;Intel H470;2 х DDR4, 2933 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Asus ProArt B760-CREATOR DDR5;£209.99;£248.27;e-catalog.co.uk/ASUS-PROART-B760-CREATOR-DDR5.htm;ATX;Intel LGA 1700;Intel B760;4 х DDR5;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus PRIME B860M-A WIFI;£184.49;£245.77;e-catalog.co.uk/ASUS-PRIME-B860M-A-WIFI.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MEG Z790 ACE;£529.99;£651.28;e-catalog.co.uk/MSI-MEG-Z790-ACE.htm;E-ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7800 MHz;Thunderbolt 4, M.2;PCI-E 16x - 3
Gigabyte H610M S2H V3 DDR4;£66.99;£89.34;e-catalog.co.uk/GIGABYTE-H610M-S2H-V3-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H610M-HVS/M.2 R2.0;£59.49;£116.99;e-catalog.co.uk/ASROCK-H610M-HVS-M-2-R2-0.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte H610M H V3 DDR4;£61.99;£74.98;e-catalog.co.uk/GIGABYTE-H610M-H-V3-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H570 Steel Legend;Price not available;Price not available;e-catalog.co.uk/ASROCK-H570-STEEL-LEGEND.htm;ATX;Intel LGA 1200;Intel H570;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 3, PCI-E 16x - 2
ASRock H510M-HDV/M.2 SE;£57.99;£70.18;e-catalog.co.uk/ASROCK-H510M-HDV-M-2-SE.htm;micro-ATX;Intel LGA 1200;Intel H470;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B650 AORUS PRO AX;£224.99;£349.99;e-catalog.co.uk/GIGABYTE-B650-AORUS-PRO-AX.htm;ATX;AMD AM5;AMD B650;4 х DDR5, 6600 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 2
ASRock B550 Phantom Gaming-ITX/ax;£266.23;£289.99;e-catalog.co.uk/ASROCK-B550-PHANTOM-GAMING-ITX-AX.htm;mini-ITX;AMD AM4;AMD B550;2 х DDR4, 5400 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
Asus ROG STRIX B550-F GAMING (WI-FI);Price not available;Price not available;e-catalog.co.uk/ASUS-ROG-STRIX-B550-F-GAMING--WI-FI-.htm;ATX;AMD AM4;AMD B550;4 х DDR4, 5100 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 3, PCI-E 16x - 2
MSI PRO Z690-A WIFI;Price not available;Price not available;e-catalog.co.uk/MSI-PRO-Z690-A-WIFI.htm;ATX;Intel LGA 1700;Intel Z690;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Gigabyte B450 AORUS ELITE;£119.95;£119.99;e-catalog.co.uk/GIGABYTE-B450-AORUS-ELITE.htm;ATX;AMD AM4;AMD B450;4 х DDR4, 3600 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 2
ASRock Z890 Steel Legend WiFi;£246.76;£269.99;e-catalog.co.uk/ASROCK-Z890-STEEL-LEGEND-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9066 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 4x - 1, PCI-E 16x - 2
Gigabyte Z890 AORUS MASTER AI TOP;£775.57;£780.67;e-catalog.co.uk/GIGABYTE-Z890-AORUS-MASTER-AI-TOP.htm;E-ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9500 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 16x - 3
Gigabyte Z790 D AX;£159.97;£209.99;e-catalog.co.uk/GIGABYTE-Z790-D-AX.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 3
Gigabyte Z790 AORUS ELITE AX-W DDR5;£221.92;£259.62;e-catalog.co.uk/GIGABYTE-Z790-AORUS-ELITE-AX-W-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock Z690 Phantom Gaming 4;£153.88;£223.99;e-catalog.co.uk/ASROCK-Z690-PHANTOM-GAMING-4.htm;ATX;Intel LGA 1700;Intel Z690;4 х DDR4, 5000 MHz;HDMI, M.2;PCI-E 1x - 3, PCI-E 16x - 2
ASRock Z590M Phantom Gaming 4;Price not available;Price not available;e-catalog.co.uk/ASROCK-Z590M-PHANTOM-GAMING-4.htm;micro-ATX;Intel LGA 1200;Intel Z590;4 х DDR4, 4800 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 4x - 1, PCI-E 16x - 1
Asus TUF GAMING Z790-PRO WIFI;£253.90;£429.99;e-catalog.co.uk/ASUS-TUF-GAMING-Z790-PRO-WIFI.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 4x - 1, PCI-E 16x - 3
MSI PRO B860-P WIFI;£183.05;£248.84;e-catalog.co.uk/MSI-PRO-B860-P-WIFI.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8800 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 4
MSI PRO B760M-A WIFI DDR5;£139.99;£169.00;e-catalog.co.uk/MSI-PRO-B760M-A-WIFI-DDR5.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 6800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus ProArt B550-CREATOR;£159.95;£277.86;e-catalog.co.uk/ASUS-PROART-B550-CREATOR.htm;ATX;AMD AM4;AMD B550;4 х DDR4, 5100 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 1x - 2, PCI-E 16x - 4
Asus PRIME Z490-P;Price not available;Price not available;e-catalog.co.uk/ASUS-PRIME-Z490-P.htm;ATX;Intel LGA 1200;Intel Z490;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 4, PCI-E 16x - 2
Asus PRIME H510M-E R2.0;£62.22;£107.67;e-catalog.co.uk/ASUS-PRIME-H510M-E-R2-0.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Asus PRIME B650M-A II-CSM;£125.99;£128.38;e-catalog.co.uk/ASUS-PRIME-B650M-A-II-CSM.htm;micro-ATX;AMD AM5;AMD B650;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
